review_number,brand,variety,style,country,stars,continent
1269,Chewy,Rice Vermicelli Scallop With XO Sauce Flavour,Pack,Hong Kong,3,Asia
1229,Kumamoto,Tonkotsu Ramen MEGA Dragon,Pack,Japan,3,Asia
1223,Sawadee,Instant Noodles Prawn Oriental Flavour,Pack,Malaysia,3,Asia
1195,Sawadee,Instant Noodles Spicy Tomato Flavour,Pack,Malaysia,3,Asia
875,Sunlee,Artificial Chicken Rice Vermicelli,Bowl,Thailand,3,Asia
835,Mr. Noodles,Shrimp,Pack,Canada,3,North America
778,Mamee,Express Cup Curry,Cup,Malaysia,3,Asia
737,Gau Do,Chicken Shrimp,Pack,Vietnam,3,Asia
689,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,3,Asia
637,Snapdragon,Chinese Mushroom Rice Noodle,Cup,Singapore,3,Asia
614,Fuku,Superior Soup Rice Noodle,Pack,Hong Kong,3,Asia
591,Batchelors,Super Noodles To Go Chinese Space Rib,Bowl,UK,3,Europe
582,Koyo,Tofu & Miso,Pack,United States,3,North America
570,O Sung,Keopnurungji Rice Snack,Cup,South Korea,3,Asia
515,Tradition,Imitation Beef,Cup,United States,3,North America
506,Nongshim,Oolongmen Beef,Cup,South Korea,3,Asia
500,Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,United States,3,North America
432,Ve Wong,Instant Bean Thread Seafood,Bowl,Taiwan,3,Asia
414,Doll,Artificial Beef Flavor,Pack,Hong Kong,3,Asia
382,Lucky Me!,N-Rich Artificial Chicken With Ginger,Pack,Philippines,3,Asia
379,Nissin,Chow Mein Thai Peanut,Tray,United States,3,North America
364,Sao Tao,Noodle King Beef Hong Kong Style,Bowl,Hong Kong,3,Asia
360,Nissin,Cup Noodles Hearty Chicken,Cup,United States,3,North America
355,Nongshim,Noodle Lite 275 Udon Mushroom,Bowl,South Korea,3,Asia
314,Paldo,Dosirac Mushroom,Tray,South Korea,3,Asia
310,Lucky Me!,La Paz Batchoy Beef,Pack,Philippines,3,Asia
273,Wai Wai,Minced Pork Tom Yum,Pack,Thailand,3,Asia
210,Rocket Brand,Satoimo Noodles,Pack,China,3,Asia
204,Nongshim,Bowl Noodle Spicy Shrimp,Bowl,United States,3,North America
193,Boss,Shrimp Tom Yum Flavor,Bowl,Thailand,3,Asia
167,Wai Wai,Crab Instant Rice Vermicelli,Pack,Thailand,3,Asia
158,Mama,Jok Cup Porridge Artificial Pork,Cup,Thailand,3,Asia
146,Mama,Pho Bo,Pack,Thailand,3,Asia
141,Six Fortune,Seafood Flavor,Pack,South Korea,3,Asia
98,Unif / Tung-I,Chah Chiang,Pack,Taiwan,3,Asia
97,Saigon Ve Wong,Kung Fu Mi Tom Chua Sour Shrimp,Pack,Vietnam,3,Asia
94,Mama,Artificial Chicken,Pack,Thailand,3,Asia
78,Nissin,Demae Ramen Seafood,Pack,Japan,3,Asia
76,Indomie,Meatball Flavor,Pack,Indonesia,3,Asia
71,Nissin,Demae Ramen Satay,Pack,Japan,3,Asia
65,Nissin,Top Ramen Oriental,Pack,United States,3,North America
61,Maggi,2 Minute Noodles Curry,Pack,India,3,Asia
17,Quickchow,Pancit Palabok,Pack,Philippines,3,Asia
15,Samyang,Pojangmacha U-dong,Pack,South Korea,3,Asia
12,Sapporo Ichiban,Shrimp Flavor,Pack,Japan,3,Asia
6,Vifon,Nam Vang,Pack,Vietnam,3,Asia
3168,New Touch,Chashu Ramen,Bowl,Japan,3,Asia
3077,Acecook,Yuzu Somen,Cup,Japan,3,Asia
3003,Chencun,The Flavours Of Yunnan China Acid & Peppery Beef,Bowl,China,3,Asia
2943,San-Iku,Gomaaji Ramen,Pack,Japan,3,Asia
2932,Soup Daren,Borscht Noodle,Bowl,China,3,Asia
2910,Nissin,Top Ramen Soy Sauce Flavor Ramen Noodle Soup,Pack,United States,3,North America
2827,Myojo,Ippei-chan Yomise-no-Yakisoba Aurora Sauce Flavor,Tray,Japan,3,Asia
2811,Little Couples Q Noodle,Taiwan Soybean Taste,Pack,Taiwan,3,Asia
2725,New Touch,Yokohama Sanma Men,Bowl,Japan,3,Asia
2655,Alhami,Prawn Instant Noodles,Pack,Indonesia,3,Asia
2629,Daikoku,Assari Miso Ramen,Bowl,Japan,3,Asia
2577,Wei Lih,GGE Ramen Snack Tomato Flavor,Pack,Taiwan,3,Asia
2349,Fantastic,Noodles Chicken & Corn Flavour,Cup,Australia,3,Oceania
2337,Nissin,Cup Noodles Sopa Nissin Con Camaron,Cup,Mexico,3,South America
2328,Qin Zong,Shaanxi Cold Noot Hot & Sour Flavor,Pack,China,3,Asia
2301,Suimin,Noodle With Oriental Chicken Flavour,Cup,Australia,3,Oceania
2277,Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,United States,3,North America
2265,Nissin,Cup Noodles Rich Soft Shelled Turle Soup,Cup,Japan,3,Asia
2242,Great Value,Beef Style Noodles With Vegetables,Cup,Canada,3,North America
2226,Nagatanien,Hiyashi Soba Taidashi Goma,Pack,Japan,3,Asia
2184,President Rice,Coriander Instant Rice Noodles,Bowl,Thailand,3,Asia
2180,MAMA,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,Thailand,3,Asia
2145,Dream Kitchen,Tonkotsu,Cup,United States,3,North America
2009,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,3,Europe
1972,Doll,Spicy Flavour Instant Mifun,Pack,Hong Kong,3,Asia
1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,3,Asia
1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,3,Asia
1870,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,3,Europe
1860,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,3,Asia
1798,iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,3,Europe
1729,Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,3,Asia
1702,Samyang Foods,Seafood Noodle,Cup,Japan,3,Asia
1659,United,Xi Gon Satay Onion Flavor,Pack,Vietnam,3,Asia
1657,Shan,Shoop Instant Noodles Bombay Biryani Flavour,Pack,Pakistan,3,Asia
1647,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,3,North America
1635,Wai Wai,Quick Zabb Tom Klong Flavour Instant Noodles,Pack,Thailand,3,Asia
1626,Nissin,Gonbuto Kistune Udon,Bowl,Japan,3,Asia
1607,Myojo,Nyumen Desse Shoyu,Bowl,Japan,3,Asia
1581,United,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,Pack,Vietnam,3,Asia
1562,Koka,Purple Wheat Noodles Soy & Vinegar Flavor,Pack,Singapore,3,Asia
1421,Nongshim,Korean Clay Pot Ramyun Noodle,Cup,China,3,Asia
1363,Sau Tao,Instant Noodle King Won Ton Flavor,Pack,Hong Kong,3,Asia
1340,Indomie,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,Indonesia,3,Asia
1316,Ottogi,Japchae Vermicelli Noodle,Pack,South Korea,3,Asia
1315,Sainsbury's,Chicken Flavour Instant Noodles,Pack,UK,3,Europe
1282,Koka,Purple Wheat Noodles Aglio Olio,Pack,Singapore,3,Asia
1254,Four Seas,Sesame Oil Chicken Flavour Instant Noodle,Bowl,Hong Kong,3,Asia
1249,Nissin,Sabor A Pollo Sopa Con Fideos,Cup,Colombia,3,South America
1234,Sainsbury's,Barbecue Beef Flavour Instant Noodles,Pack,UK,3,Europe
1172,Koyo,Seaweed Ramen Made With Organic Noodles,Pack,United States,3,North America
1127,Campbell's,Hearty Noodles Chicken Flavour,Cup,Canada,3,North America
1118,Mr. Noodles,Kimchi Bowl Noodles Oriental Noodle With Soup Base,Bowl,Canada,3,North America
1015,Tradition,Oriental Style Ramen Noodle Soup,Pack,United States,3,North America
1005,Four Seas,Chicken Flavour,Bowl,China,3,Asia
990,Nissin,Pan Asian Kitchen Spicy Pad Thai,Tray,United States,3,North America
987,Trident,Singapore Soft Noodles,Pack,Australia,3,Oceania
961,Trident,Chow Mein Soft Noodles,Pack,Australia,3,Oceania
945,Pot Noodle,Jamaican Jerk!,Cup,UK,3,Europe
926,Ibumie,VegeMee Vegetarian Flavour,Pack,Malaysia,3,Asia
891,Vina Acecook,Hao Hao Mushroom,Pack,Vietnam,3,Asia
880,Golden Wheat,South Korean Style Seafood,Cup,China,3,Asia
860,Baijia,Artificial Pickled Cabbage Fish,Pack,China,3,Asia
795,Master Kong,Red Oil Dan Dan,Tray,China,3,Asia
777,Mr. Noodles,Oriental,Pack,Canada,3,North America
741,Wei Lih,Good Good Eat Super Ramen Vegetable,Pack,Taiwan,3,Asia
735,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,3,Asia
710,Saigon Ve Wong,Kung Fu Mixed Foods,Bowl,Vietnam,3,Asia
708,Wu Mu,Pork Flavor Ramen,Pack,Taiwan,3,Asia
685,Indomie,Rasa Sup Buntut Oxtail Soup,Pack,Indonesia,3,Asia
680,Vina Acecook,Kingcook Shrimp,Pack,Vietnam,3,Asia
664,Thai Kitchen,Bangkok Curry Rice Noodle,Pack,United States,3,North America
642,Little Cook,Spicy Beef,Cup,Thailand,3,Asia
632,Mr. Udon,Japanese Miso,Pack,South Korea,3,Asia
618,Pulmuone,Cold Noodles By Dad,Pack,South Korea,3,Asia
588,Vifon,Tu Quy Pork,Pack,Vietnam,3,Asia
581,Koyo,Mushroom,Pack,United States,3,North America
555,Batchelors,Super Noodles Chinese Chow Mein,Pack,UK,3,Europe
553,Samyang,60 Ingredients,Cup,South Korea,3,Asia
527,Little Cook,Wheat Gluten Stewed Duck Flavoured,Bowl,Thailand,3,Asia
511,Menraku,Miso,Bowl,Japan,3,Asia
496,Maruchan,Yakisoba Shrimp,Tray,United States,3,North America
492,Noah Foods,Phoya Rice Noodles Beef,Bowl,Vietnam,3,Asia
487,Kailo,Big Bowl Artificial Chicken,Bowl,Hong Kong,3,Asia
465,Nissin,Souper Meal Picante Shrimp Hot Spicy,Bowl,United States,3,North America
440,Maruchan,Instant Lunch Hot spicy Beef,Cup,United States,3,North America
431,Unif / Tung-I,Chinese Onion Rice Noodle,Pack,Taiwan,3,Asia
421,Myojo,Kakesoba Desse Soy Sauce,Bowl,Japan,3,Asia
389,Mama,Vegetarian Tom Yum,Pack,Thailand,3,Asia
388,Maruchan,Instant Lunch Cheddar Cheese,Cup,United States,3,North America
383,Lucky Me!,Chicken Na Chicken,Pack,Philippines,3,Asia
376,Sau Tao,Noodle King Lobster Thick,Bowl,Hong Kong,3,Asia
373,Nissin,Cup Noodles Chicken Vegetable,Cup,United States,3,North America
366,Payless,Pancit Shanghai,Pack,Philippines,3,Asia
356,Maruchan,Ramen Noodle Soup Roast Beef,Pack,United States,3,North America
352,Maruchan,Ramen Noodle Soup Chili,Pack,United States,3,North America
315,Unif,Super Bowl Artificial Spicy Beef,Bowl,Taiwan,3,Asia
307,Royal Umbrella,Vegetarian Tom Yum,Cup,Thailand,3,Asia
298,Nongshim,Hearty Rice Noodle Spicy Veggie Consomme,Pack,South Korea,3,Asia
224,Mama,Instant Bowl Noodles Artificial Pork,Bowl,Thailand,3,Asia
219,Six Fortune,Tom Yam Instant soup Noodle,Pack,South Korea,3,Asia
216,Maruchan,Instant Lunch Roast Chicken Flavor,Cup,United States,3,North America
143,Mama,Mamy Chand Clear Soup,Pack,Thailand,3,Asia
99,Ve Wong,Kung Fu Artificial Onion,Pack,Taiwan,3,Asia
91,Binh Tay,Mi Chay Mushroom,Pack,Vietnam,3,Asia
87,Wai Wai,Tom Yum Shrimp Cream Soup,Pack,Thailand,3,Asia
82,Nissin,Demae Ramen Miso,Pack,Japan,3,Asia
42,Ve Wong,Kung-Fu Chicken Flavor,Pack,Vietnam,3,Asia
127,Vifon,Mi Chay Vegetarian,Pack,Vietnam,3,Asia
115,Ottogi,Miso Ramyun,Pack,South Korea,3,Asia
100,Unif / Tung-I,Artificial Chinese Beef,Pack,Taiwan,3,Asia
190,Maggi,Perencah Tom Yam,Pack,Malaysia,3,Asia
114,Samyang,Kimchi,Pack,South Korea,3,Asia
3163,Mom's Dry Noodle,Spicy Hot Pot Noodle,Box,Taiwan,3,Asia
3154,Acecook,Super Cup Pork Kimchi Ramen,Bowl,Japan,3,Asia
3108,Culley's,World's Hottest Ramen Noodles,Box,New Zealand,3,Oceania
3072,Canton,Instant Noodles Beef Flavour,Pack,Bangladesh,3,Asia
3053,Conimex,Oriental Noodles Thom Khakai,Cup,Netherlands,3,Europe
3042,Canton,Curry Flavour,Pack,Bangladesh,3,Asia
2915,Kenko Foods,Yakisoba,Pack,Japan,3,Asia
2905,Sapporo Ichiban,CupStar Hokkaido Potato Miso Ramen,Cup,Japan,3,Asia
2896,Myramen,Japanese Noodle & Soup Soy Sauce,Pack,Japan,3,Asia
2888,Three Meters Noodles,Sesame Paste,Pack,Taiwan,3,Asia
2816,Nissin,Top Ramen Hot Spicy Beef Ramen Noodle Soup,Pack,United States,3,North America
2786,Acecook,Supercup Big Pork Kimchi Oil Yakisoba,Tray,Japan,3,Asia
2632,Sau Tao,Laksa Flavour Ho Fan,Bowl,Hong Kong,3,Asia
2504,Nongshim,Shin Ramyun,Pack,South Korea,3,Asia
2489,Nissin,Cup Noodles Ente (Duck),Cup,Germany,3,Europe
2485,Nissin,Cup Noodles Shrimps,Cup,Germany,3,Europe
2447,KOKA,Signature Stir-Fry Original Flavor Instant Noodles,Pack,Singapore,3,Asia
2393,Ripe'n'Dry,Hokkaido Miso Ramen,Pack,Japan,3,Asia
2347,Nissin,Demae Iccho Tonkotsu Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,3,Asia
2315,Goku-Uma,Ramen Noodles Miso Flavor,Bowl,United States,3,North America
2299,Cintan,Mi Segera Mmm... Original,Pack,Malaysia,3,Asia
2285,Fantastic,Noodles Beef Flavour,Cup,Australia,3,Oceania
2276,Nissin,Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe),Cup,United States,3,North America
2254,Nissin,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,3,Asia
2216,A-Sha Dry Noodle,Chow Mein Spicy Flavor,Tray,Taiwan,3,Asia
2211,Nissin,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,Thailand,3,Asia
2207,Nissin,Big Cup Noodles Tonkotsu Flavour,Cup,Hong Kong,3,Asia
2199,Mr. Lee's Noodles,Tai Chi Chicken,Cup,UK,3,Europe
2165,Suimin,Noodles With Hot & Spicy Flavour,Cup,Australia,3,Oceania
2147,Maruchan,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,United States,3,North America
2110,Great Value,Vegetarian Flavour Ramen Noodles,Pack,Canada,3,North America
2105,Maruchan,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,United States,3,North America
2065,Four Seas,Kung Tak Lam Vegetarian Noodle (Mushroom),Pack,Hong Kong,3,Asia
2044,Doll,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,3,Asia
2022,Urban Noodle,Authentic Street Food Thai Red Curry,Cup,UK,3,Europe
1979,Nissin,BIG Cup Noodle Ajillo,Cup,Japan,3,Asia
1928,Bamee,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,3,Asia
1916,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3,Europe
1910,Nissin,Chow Mein Pad Thai,Tray,United States,3,North America
1904,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3,Europe
1898,Master Kong,Spicy Fish Noodle,Bowl,China,3,Asia
1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3,Asia
1855,Daraz,Negi Man Ramen,Pack,Japan,3,Asia
1847,Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,3,Europe
1814,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3,Europe
1794,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3,Asia
1788,Super,Curry Flavour Noodles,Cup,Malaysia,3,Asia
1748,Azami,Chili Chicken Flavour Noodle Soup,Cup,Canada,3,North America
1726,Vina Acecook,Oh! Ricey Pho Ga,Bowl,Vietnam,3,Asia
1666,Vifon,Curry Instant Noodle With Chicken,Cup,Vietnam,3,Asia
1660,Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3,Asia
1655,Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3,Asia
1637,Thai Chef,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,3,Europe
1632,Cintan,Mi Segera Mmm... Perisa Kari,Pack,Malaysia,3,Asia
1624,Baixiang Noodles,Artificial Pork Flavour,Pack,China,3,Asia
1621,Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,3,Asia
1610,Paldo Vina,Koreno Premium Ginseng Flavor,Pack,Vietnam,3,Asia
1596,Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,3,Asia
1564,A-One,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Cup,Vietnam,3,Asia
1554,ICA,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,3,Europe
1520,Yum Yum,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,3,Asia
1440,Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3,Asia
1437,Knorr,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,Hong Kong,3,Asia
1428,Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,3,Asia
1423,Vina Acecook,King Chef Seafood With Kimchi Flavour,Pack,Vietnam,3,Asia
1422,Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,United States,3,North America
1398,Nissin,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,Singapore,3,Asia
1384,Takamori Kosan,Hiyashi Udon Bonito Sauce,Pack,Japan,3,Asia
1368,Nissin,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,Cup,Germany,3,Europe
1327,Unif,Unif-100 Instant Noodles Artificial Tart Beef Flavor,Pack,China,3,Asia
1310,Thai Kitchen,Rice Noodle Cart Thai Peanut,Tray,United States,3,North America
1294,Thai Choice,Instant Noodles Chicken Flavour,Cup,Thailand,3,Asia
1292,Nissin,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,Colombia,3,South America
1220,Nissin,Ultraman Instant Noodle Pork Flavour,Cup,Japan,3,Asia
1211,Nissin,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,Hong Kong,3,Asia
1188,Chencun,Braised Pork Ribs,Cup,China,3,Asia
1171,Tiger Tiger,Traveller's Choice Indian Tikka Masala Flavour,Pack,UK,3,Europe
1102,Batchelors,Super Noodles Mild Mexican Chilli,Pack,UK,3,Europe
1086,Sawadee,Indian Curry Flavour,Pack,UK,3,Europe
1050,Knorr,Japanese Pork Bone Flavour Quick Serve Macaroni,Pack,Hong Kong,3,Asia
1043,Chewy,Rice Vermicelli Satay Chicken,Pack,China,3,Asia
1004,Wai Wai,Artificial Pork Flavour,Pack,Thailand,3,Asia
995,Ko-Lee,Instant Noodles Beef,Pack,UK,3,Europe
973,Springlife,Spinach With Organic Noodles,Pack,China,3,Asia
968,Annie Chun's,Noodle Express Teriyaki,Tray,United States,3,North America
944,Wai Wai,Oriental Style Instant Noodles (Dry method),Pack,Thailand,3,Asia
920,Shirakiku,Hot & Spicy Udon,Pack,United States,3,North America
894,Han's South Korea,Rice Noodle With Kimchi Flavored Soup,Tray,South Korea,3,Asia
865,Little Cook,Stewed Duck,Cup,Thailand,3,Asia
800,Mr. Noodles,Chicken,Pack,Canada,3,North America
798,Golden Wheat,South Korean Style Pork,Cup,China,3,Asia
796,Vina Acecook,Kingcook Vegetable,Pack,Vietnam,3,Asia
786,Mr. Noodles,Beef,Pack,Canada,3,North America
783,Nissin,Cup Noodles Salsa Picante Chicken,Cup,United States,3,North America
781,Vina Acecook,Kingcook Beef,Pack,Vietnam,3,Asia
775,JML,Seafood,Bowl,China,3,Asia
672,Mug Shot,Chicken,Pack,UK,3,Europe
671,Mug Shot,Spicy Sweet & Sour,Pack,UK,3,Europe
667,Nissin,Ramen Bowl Kimchi,Bowl,United States,3,North America
659,Nissin,Ramen Bowl Spicy Shrimp,Bowl,United States,3,North America
655,Cap Atoom Bulan,Mie Telor Asli,Pack,Indonesia,3,Asia
641,Vina Acecook,Hao Hao Shrimp Onion,Pack,Vietnam,3,Asia
638,GreeNoodle,Yakisoba,Pack,Thailand,3,Asia
613,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Bowl,Vietnam,3,Asia
577,Pot Noodle,Chinese Chow Mein,Cup,UK,3,Europe
572,Maruchan,Yakisoba Tomato Basil,Tray,United States,3,North America
569,Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,Vietnam,3,Asia
559,Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3,Asia
552,Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,Indonesia,3,Asia
542,Mi Sedaap,Mi SupArtificial Chicken Special,Pack,Indonesia,3,Asia
539,Nissin,Demae Ramen Chicken,Pack,Japan,3,Asia
514,Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,Japan,3,Asia
504,Knorr,Pizza,Pack,Pakistan,3,Asia
493,Pulmuone,Fresh Ramen Spicy,Pack,South Korea,3,Asia
486,Kamfen,Japanese U-Don Lobster Scallop,Pack,China,3,Asia
485,Ottogi,Hot & Spicy Ramen,Cup,South Korea,3,Asia
477,Mr. Udon,Malaysian Beef Udon,Pack,South Korea,3,Asia
463,Ottogi,Ppushu Ppushu Barbecue,Pack,South Korea,3,Asia
459,Gefen,Imitation Chicken Vegetarian,Pack,United States,3,North America
439,Little Cook,Tom Yum Seafood Creamy,Bowl,Thailand,3,Asia
426,Vifon,Tu quy Chicken,Pack,Vietnam,3,Asia
423,Noodle Time,Shin Cup,Cup,South Korea,3,Asia
402,Sao Tao,Noodle King Scallop Thick,Bowl,Hong Kong,3,Asia
397,Quickchow,Quickie Mami La Paz Batchoy,Cup,Philippines,3,Asia
395,Ottogi,Jin Ramen (Mild),Cup,South Korea,3,Asia
354,Maruchan,Instant Lunch Chicken 35% Less Sodium,Cup,United States,3,North America
351,Nissin,Top Ramen Picante Beef,Pack,United States,3,North America
291,Nongshim,Shin Bowl,Bowl,South Korea,3,Asia
290,Doll,Spicy Artificial Beef,Pack,Hong Kong,3,Asia
281,Mama,Oriental Kitchen Hot Spicy,Cup,Thailand,3,Asia
278,Fortune,Udon Mushroom,Pack,United States,3,North America
247,Myojo,Udon Mushroom,Pack,Japan,3,Asia
246,Mama,Artificial Pork Jumbo,Pack,Thailand,3,Asia
237,Koka,Spicy Seafood Marinara,Bowl,Singapore,3,Asia
222,Myojo,Udon Crab,Pack,Japan,3,Asia
220,Wei Lih,Good Good Eat Super Ramen Original,Pack,Taiwan,3,Asia
218,Maruchan,Yakisoba Sweet & Sour Chicken,Tray,United States,3,North America
209,Nissin,Souper Meal Beef Flavor Minestrone,Bowl,United States,3,North America
206,Bon Go Jang,Deuchi Udon,Bowl,South Korea,3,Asia
195,Myojo,Chukazanmai Served Cool Sesame Flavored Rice Vinegar Sesame,Pack,Japan,3,Asia
189,Nissin,Cup Noodles Manchurian,Cup,India,3,Asia
179,Mama,Kimchi,Pack,Thailand,3,Asia
175,Samyang,Cold Ramen With Ponytail Radish,Pack,South Korea,3,Asia
156,Maruchan,Instant Lunch Cajun Style With chili Piquin Shrimp,Cup,United States,3,North America
151,Shirakiku,Japanese Style Tokusen Miso,Pack,Japan,3,Asia
138,Unif,100 Furong Shrimp,NA,Taiwan,3,Asia
125,Shirakiku,Japanese Style Tokusen Karami,Pack,Japan,3,Asia
103,Ve Wong,Vegetarian Flavor,Pack,Taiwan,3,Asia
63,Nissin,Souper Meal Chicken Flavor With Vegetable Medley,Bowl,Japan,3,Asia
58,Ve Wong,A-One Bun Tom Shrimp,Pack,Taiwan,3,Asia
57,Doll,Instant Fried Noodles With Chili Sauce,Tray,Hong Kong,3,Asia
54,Hua Feng Noodle Expert,Spicy Seafood Flavor,Pack,China,3,Asia
48,Indomie,Shrimp Flavor,Pack,Indonesia,3,Asia
46,Indomie,Mi Goreng Jumbo Meatball,Pack,Indonesia,3,Asia
40,Lucky Me!,Pancit Canton Chili Mansi,Pack,Philippines,3,Asia
39,Lucky Me!,Supreme Bulalo Flavor,Bowl,Philippines,3,Asia
38,Lucky Me!,Pancit Canton Citrus Flavor,Pack,Philippines,3,Asia
37,Lucky Me!,Pancit Canton Hot Chili Flavor,Pack,Philippines,3,Asia
36,Lucky Me!,Itnok,Pack,Philippines,3,Asia
35,Mama,Chand Clear Soup,Pack,Thailand,3,Asia
25,Nissin,Demae Ramen Spicy Flavor,Pack,Japan,3,Asia
8,Tung-I,Chinese Beef Instant Rice Noodle,Pack,Taiwan,3,Asia
534,Mama,Pho Ga,Pack,Thailand,3,Asia
109,Mama,Pad Thai,Pack,Thailand,3,Asia
346,Paldo,Bowl Noodle Spicy Artificial Chicken,Bowl,South Korea,3,Asia
89,Unif,100 Artificial Stewed Pork Chop,Pack,Taiwan,3,Asia
3068,Sapporo Ichiban,Japanese Style Noodles soy Sauce Flavor,Bowl,United States,3,North America
3064,Lee Fah Mee,Instant Noodle With Abalone & Chicken Flavour,Pack,Sarawak,3,Asia
3058,Big Bon,Beef Flavor,Pack,Russia,3,Europe
2957,No Name,Chicken Vegetable,Pack,Canada,3,North America
2928,Nissin,Cup Noodles Light Spicy Seafood Flavour,Cup,Hong Kong,3,Asia
2899,Nissin,Chikin Ramen Rice,Cup,Japan,3,Asia
2897,Big Bon,Spice Mix hot & Spicy,Pack,Russia,3,Europe
2846,Myramen,Japanese Vegan Noodle & Soup Salt,Pack,Japan,3,Asia
2842,Vedan,Double Bang Pork Broth Noodle,Bowl,Taiwan,3,Asia
2841,Nissin,Ramen Show Asahikawa Shoyu Ramen,Bowl,Japan,3,Asia
2834,Wei Lih,Good Good Eat Mexican Spicy Flavor Noodle Snack,Pack,Taiwan,3,Asia
2778,Mr. Noodle,Spicy Sesame Paste Noodles,Pack,Taiwan,3,Asia
2759,Nissin,Cup Noodles Rasa Gulai Ayam Melayu,Cup,Japan,3,Asia
2739,Meimen,Noodles With Soy Bean Paste,Pack,Taiwan,3,Asia
